股票代码,股票名称,市场,流通股本,更新日期,上市日期,总股本,国有股,发起人法人股,法人股,B股,H股,职工股,总资产,流动资产,固定资产,无形资产,股东人数,流动负债,长期负债,资本公积金,净资产,主营收入,主营利润,应收账款,营业利润,投资收益,经营现金流,总现金流,存货,综合利润,税后利润,净利润,未分配利润,每股净资产
000001,平安银行,深市,19405601250.0,20250825,19910403,19405918750.0,19660000,258790000000.0,771320000000.0,0.0,0.0,11799.99947547913,58749614080000.0,0.0,81630000000.0,58560000000.0,443583,0.0,0.0,807020000000.0,5100620160000.0,693850000000.0,392830000000.0,0.0,301020000000.0,127300000000.0,1746820000000.0,487260000000.0,0.0,299320000000.0,248700000000.0,248700000000.0,2592070080000.0,22.68000030517578
000002,万科A,深市,9716399375.0,20250823,19910129,11930710000.0,20700000,-98524990000.0,1427787520000.0,0.0,2206512968.75,-10099.99990463257,11941488640000.0,8389285760000.0,204065560000.0,80385030000.0,522030,6410727680000.0,1297197280000.0,269780780000.0,1914408160000.0,1053232960000.0,948245440000.0,93121590000.0,-88240150000.0,-5679800000.0,-30387047500.0,-145264640000.0,4625185600000.0,-91383540000.0,-108649820000.0,-119465740000.0,321913000000.0,16.04999923706055
000004,*ST国华,深市,126287802.734375,20251015,19901201,132380302.734375,18650000,-190048593.75,371176992.1875,0.0,0.0,-3199.999928474426,2797564062.5,1379498125.0,107721992.1875,277870996.09375,21041,2006064062.5,85080000.0,12321915000.0,221976992.1875,285025000.0,121174003.90625,627681015.625,-312579003.90625,0.0,-294150996.09375,-339366992.1875,74406000.9765625,-440143007.8125,-440931992.1875,-418408007.8125,-13557881250.0,0.1679999977350235
000006,深振业A,深市,1349987343.75,20250829,19920427,1349995000.0,20700000,-3459923125.0,32366145000.0,0.0,0.0,-500.0000074505806,160974090000.0,142357650000.0,606889023.4375,0.0,59596,67916655000.0,2854398125.0,4843215937.5,53327995000.0,18827068750.0,15754001250.0,437821015.625,-611500000.0,1270000.0,7272645000.0,3472980000.0,91518720000.0,-588747031.25,-724968046.875,-709766015.625,13202170000.0,3.950000047683716
000007,全新好,深市,346448007.8125,20250830,19920413,346448007.8125,20700000,30960300.29296875,785302890.625,0.0,0.0,99.99999776482582,3155215000.0,2129407968.75,436641015.625,382999.9923706055,11770,1077790000.0,117443994.140625,1570240937.5,1826428906.25,1933807968.75,1722384062.5,197705000.0,27507998.046875,801000.0610351562,1745757031.25,-79577001.953125,449133007.8125,36273000.48828125,28348999.0234375,33882001.953125,-3279628125.0,0.5270000100135803
000008,神州高铁,深市,2716296875.0,20251010,19920507,2716377812.5,12370000,-1745614375.0,5269834375.0,0.0,0.0,-399.9999910593033,92251740000.0,38001887500.0,4628614062.5,1426040937.5,100376,42814320000.0,762328984.375,26408380000.0,29327227500.0,5721890000.0,3993071250.0,17682872500.0,-929888984.375,533950976.5625,-644098007.8125,-2600685937.5,7860256250.0,-889612031.25,-951755000.0,-949687968.75,-25029595000.0,1.080000042915344
000009,中国宝安,深市,2576020468.75,20251013,19910625,2579213906.25,19690000,1957917500.0,100297720000.0,0.0,0.0,900.0000357627869,560491960000.0,312491800000.0,147614810000.0,16233951250.0,148500,190195820000.0,123416490000.0,14011005000.0,100429540000.0,108393050000.0,78308440000.0,58406175000.0,10392705000.0,1342170937.5,184259003.90625,-2874050937.5,121264920000.0,10327463125.0,8425825000.0,2437867031.25,56863960000.0,3.894000053405762
000010,美丽生态,深市,781554062.5,20250829,19951027,1149652265.625,14480000,-989211718.75,1201265468.75,0.0,0.0,-399.9999910593033,27870562500.0,21738167500.0,61583002.9296875,17905999.75585938,34151,24242160000.0,337248984.375,21064335000.0,3058155000.0,2301586875.0,2055845000.0,16220406250.0,-535199023.4375,-2020000.0,-713758984.375,-837520000.0,1025800937.5,-570878984.375,-583087031.25,-486447031.25,-28592335000.0,0.2660000026226044
000011,深物业A,深市,526475507.8125,20250829,19920330,595979101.5625,20700000,92124599.609375,8560284375.0,67605200.1953125,0.0,199.9999955296516,166391000000.0,146468440000.0,457118007.8125,4100000.0,35537,76265995000.0,-1358477968.75,804880000.0,33759112500.0,10879088750.0,8135045000.0,5586630000.0,110174003.90625,-23696000.9765625,-1071875000.0,11709036250.0,107613690000.0,226092988.28125,100755996.09375,144280000.0,25772080000.0,5.664999961853027
000012,南玻A,深市,1959316562.5,20250930,19920228,3070692187.5,12300000,7331115625.0,80789705000.0,1109369062.5,0.0,199.9999955296516,316775000000.0,99096670000.0,133160350000.0,23079630000.0,127758,107936700000.0,4566593125.0,5907394375.0,132154450000.0,64835620000.0,55420300000.0,20269337500.0,460250976.5625,-44514003.90625,3846951875.0,-3933037812.5,19380626250.0,553097031.25,644966015.625,745315000.0,80870570000.0,4.303999900817871
000014,沙河股份,深市,242046191.40625,20250830,19920602,242046191.40625,20700000,541075898.4375,2717426562.5,0.0,0.0,-799.9999821186066,23261760000.0,19523840000.0,180780000.0,0.0,19507,6500815000.0,516621015.625,99692001.953125,16045870000.0,142870996.09375,102037998.046875,57350000.0,-238120996.09375,0.0,566820000.0,542131015.625,14170895000.0,-238350996.09375,-191431015.625,-189600000.0,10639101250.0,6.629000186920166
000016,深康佳A,深市,1596593750.0,20250829,19920327,2407945468.75,12390000,-10875818750.0,54125305000.0,811351562.5,0.0,-1599.999964237213,299334880000.0,124778860000.0,48571300000.0,9647825625.0,151794,210124440000.0,-2443602968.75,3883196250.0,18619048750.0,52475080000.0,49829430000.0,13843773750.0,-2824015000.0,5403470000.0,-6756234375.0,-2877972187.5,24811877500.0,-2767495000.0,-4971190000.0,-3833280000.0,-21806955000.0,0.7730000019073486
000017,深中华A,深市,302985000.0,20250819,19920331,689184921.875,12240000,57176401.3671875,2134995937.5,248363007.8125,0.0,299.9999932944775,4962310937.5,4840264062.5,27720000.0,0.0,51528,1218270000.0,97072998.046875,7977092500.0,3618971875.0,3199435937.5,2850890937.5,1630113906.25,231428007.8125,0.0,-385034023.4375,-212100000.0,2436325937.5,239816992.1875,189251992.1875,185706992.1875,-11572352500.0,0.5249999761581421
000019,深粮控股,深市,416216406.25,20251013,19921012,1152535234.375,15510000,1290012734.375,24164530000.0,51749301.7578125,0.0,1500.000059604645,70586375000.0,40499375000.0,19962112500.0,4481912812.5,41204,19732137500.0,16657000.73242188,12719082500.0,49226720000.0,23842275000.0,19421451250.0,2550934062.5,2194684062.5,-44626997.0703125,7372786250.0,139737998.046875,34989650000.0,2193155000.0,1759782031.25,1760155000.0,18811040000.0,4.270999908447266
000020,深华发A,深市,181165390.625,20250819,19920428,283161191.40625,12390000,100545800.78125,4081825000.0,101995800.78125,0.0,500.0000074505806,7457299375.0,4992348125.0,1626365937.5,332612968.75,28422,3221760937.5,0.0,1465776875.0,4179990000.0,4561793125.0,4015993125.0,2283589062.5,172673007.8125,4036000.061035156,-604183007.8125,-613308007.8125,761118984.375,172798007.8125,143399003.90625,143399003.90625,-891316015.625,1.47599995136261
000021,深科技,深市,1567029375.0,20251013,19940202,1567280625.0,12390000,3603169062.5,70545645000.0,0.0,0.0,2899.999916553497,288249920000.0,162533120000.0,61390350000.0,3098672187.5,228465,126124110000.0,30290240000.0,25919017500.0,123268090000.0,77396525000.0,65208005000.0,38538885000.0,7340188125.0,289537988.28125,14563325000.0,29141315000.0,23900260000.0,7342225000.0,6002305625.0,4518173750.0,65572230000.0,7.864999771118164
000025,特力A,深市,392778281.25,20250822,19930621,431058281.25,15510000,766624765.625,15800237500.0,38280000.0,0.0,1899.999976158142,27254427500.0,8819068125.0,664187968.75,64589003.90625,50855,6817503125.0,1684585000.0,4308664062.5,17677922500.0,8782725625.0,7366646250.0,965244062.5,1036503984.375,60282001.953125,1548062968.75,-918871015.625,650980000.0,1070028046.875,816306015.625,840133984.375,8392507500.0,4.10099983215332
000026,飞亚达,深市,364563007.8125,20251013,19930603,405763984.375,15520000,1471384843.75,20763980000.0,40580900.87890625,0.0,2000.000029802322,38786862500.0,28690095000.0,3685646250.0,308190996.09375,38037,5161487187.5,0.0,9356092500.0,33336097500.0,17841318750.0,11498086250.0,2955521250.0,1045757968.75,7420000.0,2514907031.25,199753007.8125,18447340000.0,1055605937.5,824455000.0,824455000.0,16876576250.0,8.215999603271484
000027,深圳能源,深市,4757390000.0,20251015,19930903,4757390000.0,13440000,17539861250.0,197989760000.0,0.0,0.0,3400.000035762787,1697245600000.0,409518160000.0,704983440000.0,214609580000.0,112564,349047720000.0,147636240000.0,52107660000.0,499638880000.0,211391440000.0,162042810000.0,171832960000.0,28861240000.0,3285626250.0,38797902500.0,40212595000.0,14319540000.0,29325677500.0,22382765000.0,17048770000.0,163969120000.0,6.820000171661377
000028,国药一致,深市,478053710.9375,20250830,19930809,556565117.1875,15510000,7434871875.0,377859800000.0,71351298.828125,0.0,12000.00047683716,504261360000.0,408627440000.0,8197071875.0,4633337187.5,40566,274633880000.0,31142500000.0,42650545000.0,181361720000.0,367965960000.0,328648120000.0,237471580000.0,9264965000.0,1361263906.25,150666005.859375,-7118413125.0,80643620000.0,9181131875.0,7125936875.0,6659072500.0,130377550000.0,32.58599853515625
000029,深深房A,深市,891660000.0,20250828,19930915,1011660000.0,20700000,56227900.390625,1342251250.0,120000000.0,0.0,1000.000014901161,54099695000.0,48077480000.0,159975000.0,0.0,36349,18421023750.0,-1171121953.125,9782449375.0,36215090000.0,6373661250.0,4637180000.0,431728984.375,1236895000.0,995999.9847412109,-874221953.125,-2323474062.5,31826980000.0,1237080000.0,1022117968.75,1030275937.5,13269211250.0,3.579999923706055
000030,富奥股份,深市,1670906406.25,20251013,19930929,1719810781.25,12360000,3167793750.0,76005650000.0,47818901.3671875,0.0,1800.000071525574,180918220000.0,93829060000.0,31971160000.0,5721776875.0,29936,69475025000.0,15715893750.0,4969396875.0,80110790000.0,78568580000.0,69594730000.0,39356595000.0,4231865000.0,2403182031.25,-619478984.375,-3446045000.0,13373706250.0,4252993125.0,3981775000.0,3038910000.0,50390330000.0,4.599999904632568
000031,大悦城,深市,4286304687.5,20250830,19931008,4286313437.5,20700000,-3636515312.5,160822720000.0,0.0,0.0,299.9999932944775,1693891200000.0,1113481280000.0,30181147500.0,14522587500.0,96562,762009680000.0,312396320000.0,85670610000.0,107809210000.0,152314520000.0,96951480000.0,5654769375.0,14225962500.0,-4304805000.0,26870725000.0,-30990915000.0,660037280000.0,14460897500.0,7476246250.0,1086048046.875,-27470785000.0,2.515000104904175
000032,深桑达A,深市,1089363828.125,20250828,19931028,1137959218.75,14490000,-378913593.75,332501680000.0,0.0,0.0,-900.0000357627869,679072080000.0,562688960000.0,50266600000.0,10299431250.0,66763,459751920000.0,57628945000.0,34197727500.0,62538880000.0,234342080000.0,212750500000.0,121791180000.0,2387792968.75,-435891015.625,-44583530000.0,-44355510000.0,15514431250.0,2334114062.5,233290996.09375,-974890000.0,13980380000.0,5.495999813079834
000034,神州数码,深市,601592500.0,20251010,19940509,720196171.875,15510000,5093436875.0,625621400000.0,0.0,0.0,6399.999856948853,484455240000.0,390424320000.0,7241025000.0,6096278125.0,164700,319319280000.0,7527755000.0,56910580000.0,108245240000.0,715855040000.0,690864880000.0,139649510000.0,5417038125.0,-537423007.8125,5043487187.5,-10950140000.0,139875640000.0,5400678750.0,4509523125.0,4263884062.5,42383405000.0,15.02999973297119
000035,中国天楹,深市,2425832656.25,20250822,19940408,2500783125.0,23770000,3600700000.0,26488385000.0,0.0,0.0,900.0000357627869,318765820000.0,72236755000.0,25590547500.0,149107740000.0,46897,92931220000.0,1666580000.0,80633040000.0,108513490000.0,25767720000.0,17809987500.0,24961272500.0,2806022187.5,34710000.0,3551656875.0,14745461250.0,3645098125.0,2818003750.0,2150343906.25,2115445000.0,35783812500.0,4.339000225067139
000036,华联控股,深市,1401150937.5,20251010,19940617,1403818750.0,20700000,330537500.0,2176755625.0,0.0,0.0,0.0,75823605000.0,47299730000.0,7039915625.0,26231000.9765625,38359,11300272500.0,8676931250.0,2319446093.75,50560020000.0,2135057031.25,1047703984.375,251903007.8125,211053007.8125,23338000.48828125,-228287988.28125,-2307243906.25,25883440000.0,193038007.8125,98787001.953125,20355999.75585938,30601490000.0,3.407000064849854
000037,深南电A,深市,338908203.125,20250822,19940701,602762617.1875,13440000,-378511093.75,1879042500.0,263854492.1875,0.0,-399.9999910593033,19826717500.0,9341722500.0,5608401250.0,12639000.24414062,43890,3148001875.0,192461992.1875,3627709062.5,14676681250.0,1663899062.5,1620967031.25,857100000.0,-248906015.625,137716005.859375,-622537031.25,-3668998750.0,783877031.25,-249829003.90625,-250365000.0,-217395000.0,1648689062.5,2.434999942779541
000039,中集集团,深市,2301407187.5,20250828,19940408,5392520625.0,12330000,8657810000.0,791150480000.0,0.0,3089837812.5,2300.000041723251,1754415360000.0,1011188160000.0,443539840000.0,57775660000.0,133183,787840400000.0,161972860000.0,42369510000.0,522005800000.0,760903920000.0,664474600000.0,284695360000.0,28166730000.0,-630530000.0,71544250000.0,71192180000.0,192433980000.0,27980720000.0,17639380000.0,12781560000.0,339844960000.0,9.729999542236328
000042,中洲控股,深市,664131171.875,20251014,19940921,664831171.875,20700000,-4155359687.5,23427222500.0,0.0,0.0,2800.000011920929,330209100000.0,271008500000.0,8104765000.0,7764000.244140625,17097,222317300000.0,-2084492031.25,14558686250.0,34244787500.0,16772876250.0,9444652500.0,3206921250.0,3495365000.0,2316420000.0,37262630000.0,9150200000.0,183801920000.0,2574707031.25,1856315000.0,1894959062.5,7485390625.0,5.151000022888184
000045,深纺织A,深市,457021796.875,20250823,19940815,506521796.875,12390000,438940781.25,16233842500.0,49500000.0,0.0,700.0000029802322,53057505000.0,30097845000.0,17613526250.0,332558007.8125,31598,7617200000.0,12957442500.0,19615998750.0,29511415000.0,16004815000.0,13625126250.0,8141213125.0,521460976.5625,1301000.061035156,3253343125.0,2816826875.0,8100142500.0,551923007.8125,475283984.375,352346992.1875,2718798125.0,5.826000213623047
000048,京基智农,深市,526359609.375,20250826,19941101,530282304.6875,10030000,2354520312.5,27001765000.0,0.0,0.0,4300.000071525574,105573420000.0,26881695000.0,53422280000.0,411841015.625,16118,54686010000.0,545293007.8125,1622530000.0,43451585000.0,23866180000.0,19255695000.0,1018137968.75,2467095000.0,2341999.969482422,3112819062.5,-1808175000.0,17198101250.0,2295671093.75,2300496093.75,2260975000.0,35851152500.0,8.194000244140625
000049,德赛电池,深市,384534804.6875,20251014,19950320,384638515.625,12380000,1076127500.0,89297350000.0,0.0,0.0,2500.0,164993310000.0,108083980000.0,36171655000.0,4455592187.5,67613,76149840000.0,-471633984.375,19261050000.0,65394140000.0,97617600000.0,88624140000.0,50542365000.0,-31704001.46484375,172985000.0,6000225000.0,6942146250.0,23435230000.0,-4888000.183105469,351913984.375,975451953.125,40342185000.0,17.00099945068359
000050,深天马A,深市,2457716718.75,20250925,19950315,2457747656.25,12390000,-4893923125.0,158968980000.0,0.0,0.0,799.9999821186066,776169520000.0,205543200000.0,431744880000.0,23722922500.0,73882,247396420000.0,22733415000.0,262352080000.0,275094980000.0,174750780000.0,146421180000.0,105693800000.0,2221507968.75,-1805926875.0,39677030000.0,-15515706250.0,40141250000.0,2213701875.0,1741288125.0,2058989062.5,-13368750000.0,11.19299983978271
000055,方大集团,深市,675852265.625,20250823,19960415,1073874218.75,12330000,1167951171.875,21338455000.0,394158789.0625,0.0,199.9999955296516,131178810000.0,57033880000.0,9325157500.0,847721953.125,45179,45929015000.0,483243007.8125,43578999.0234375,60912590000.0,15982862500.0,13075376250.0,9634495000.0,152065000.0,-6802999.877929688,-2663472187.5,-2756297187.5,7455746250.0,148490000.0,173065000.0,172895000.0,47687880000.0,5.671999931335449
000056,皇庭国际,深市,903726562.5,20250827,19960708,1182528203.125,21720000,-1487817500.0,3560200312.5,243235000.0,0.0,-1599.999964237213,79300555000.0,7019621875.0,1037542968.75,283250996.09375,53566,67242840000.0,-535943984.375,16453230000.0,1722460937.5,2902373125.0,1402540000.0,1638110000.0,-1998153906.25,-2567000.122070312,1033828046.875,-164178007.8125,814802031.25,-2012059062.5,-2014400937.5,-1854095000.0,-24541725000.0,0.1459999978542328
000058,深赛格,深市,984702265.625,20251015,19961226,1231200703.125,21720000,509297187.5,8020631875.0,246461308.59375,0.0,399.9999910593033,51077640000.0,29991697500.0,5767044375.0,185771992.1875,50942,19044218750.0,4475780937.5,1659502968.75,20359775000.0,7513365000.0,5464342500.0,3147265937.5,1007251953.125,-113055000.0,737991015.625,-1345613906.25,15340750000.0,962301953.125,566775000.0,473456015.625,4414880937.5,1.654000043869019
000059,华锦股份,深市,1599442500.0,20251010,19970130,1599442500.0,12250000,-7428932500.0,211631040000.0,0.0,0.0,-6200.000047683716,273694820000.0,142424890000.0,100292470000.0,10944972500.0,44209,105165380000.0,6480960000.0,64860345000.0,104757520000.0,201038520000.0,179076520000.0,1775014062.5,-9283836875.0,25281000.9765625,-30440537500.0,-15866662500.0,60141010000.0,-9181035000.0,-9824468750.0,-9891407500.0,17284536250.0,6.550000190734863
000060,中金岭南,深市,3737548750.0,20251010,19970123,3737605000.0,12320000,5419542500.0,306178100000.0,0.0,0.0,1500.000059604645,483059360000.0,204823920000.0,175770560000.0,52168210000.0,127635,184230280000.0,21148855000.0,12062915000.0,150503410000.0,310887920000.0,293094180000.0,9969171250.0,7528453125.0,381348984.375,7225290625.0,6022401250.0,126517310000.0,7529782500.0,6104146875.0,5588396250.0,86600090000.0,3.891000032424927
000061,农产品,深市,1696932968.75,20251010,19970110,1984961250.0,21720000,2141928750.0,24078830000.0,0.0,0.0,1099.999994039536,223293080000.0,41215355000.0,20315681250.0,27192010000.0,38722,95348820000.0,27355520000.0,27911880000.0,63800580000.0,34908472500.0,27695702500.0,4372251875.0,4043650000.0,582465000.0,6564993125.0,-1227103984.375,8646356875.0,4097118125.0,2725178750.0,1904903906.25,14714111250.0,3.759999990463257
000062,深圳华强,深市,1044927265.625,20251010,19970130,1045909296.875,15510000,1765583437.5,103807490000.0,0.0,0.0,2300.000041723251,163304460000.0,115617950000.0,2473232031.25,1526369062.5,122878,64580660000.0,8952627500.0,6371426250.0,69658170000.0,110474720000.0,101253180000.0,56897930000.0,3363537187.5,157014003.90625,8006431250.0,-4201135000.0,21489425000.0,3385803750.0,2737343125.0,2356211875.0,45972920000.0,6.659999847412109
000063,中兴通讯,深市,4027360000.0,20251016,19971118,4783535000.0,12390000,57324460000.0,624871000000.0,0.0,755502500.0,10599.99942779541,2163103200000.0,1464541120000.0,138122750000.0,72589050000.0,407812,835166240000.0,2715950000.0,274761000000.0,748382080000.0,715527360000.0,483332160000.0,292012100000.0,56183570000.0,1509090000.0,12994080000.0,-22855990000.0,420569400000.0,56643060000.0,50565830000.0,50575710000.0,419787760000.0,15.64000034332275
000065,北方国际,深市,974962265.625,20250822,19980605,1071385937.5,15510000,5392581875.0,104148970000.0,0.0,0.0,2899.999916553497,248160500000.0,139027850000.0,32862330000.0,15648161250.0,77268,106800950000.0,8156438125.0,24766370000.0,100427320000.0,67345140000.0,58532540000.0,40512835000.0,4001778125.0,5145999.755859375,1474712031.25,-531883984.375,12939065000.0,4005098750.0,3015625937.5,3089168125.0,64779445000.0,9.37399959564209
000066,中国长城,深市,3225589687.5,20250904,19970626,3225799062.5,12390000,-4215173750.0,60758275000.0,0.0,0.0,399.9999910593033,323202600000.0,195134540000.0,41148545000.0,6938530000.0,424360,134172490000.0,11502322500.0,45759040000.0,112164750000.0,63662410000.0,54293805000.0,58227795000.0,1584700937.5,4335090937.5,-8454631250.0,-857744062.5,67682160000.0,1552702968.75,1363942031.25,1382512031.25,25433572500.0,3.476999998092651
000068,华控赛格,深市,1006671484.375,20250829,19970611,1006671484.375,15510000,-542982187.5,2758135937.5,0.0,0.0,-900.0000357627869,41766925000.0,15713917500.0,587081992.1875,1107094062.5,38837,18546775000.0,3878800000.0,11888830000.0,6194648125.0,3261550000.0,3082376875.0,4286196875.0,-327963984.375,-240000.0,1654842031.25,377053007.8125,458856015.625,-830050937.5,-875895000.0,-887755937.5,-17337992500.0,0.6150000095367432
000069,华侨城A,深市,6898601875.0,20251015,19970910,8037758125.0,20700000,-10561752500.0,230111100000.0,0.0,0.0,-3600.000143051147,3127023360000.0,2149468480000.0,228540180000.0,113597350000.0,105798,1491025600000.0,211859480000.0,47281880000.0,504307360000.0,113172780000.0,105363810000.0,10659877500.0,-34339640000.0,-4570790000.0,25554242500.0,-32767605000.0,1466685440000.0,-34457685000.0,-36796065000.0,-28677345000.0,318285100000.0,5.888999938964844
000070,特发信息,深市,888678828.125,20250828,20000511,900344765.625,12390000,-25898601.07421875,23925445000.0,0.0,0.0,99.99999776482582,69735175000.0,46421040000.0,9940325625.0,1001732031.25,52930,34524660000.0,5871001250.0,15034662500.0,15086731250.0,19723215000.0,15628926250.0,19800761250.0,1108221015.625,86035996.09375,-2969215937.5,-138181992.1875,13099500000.0,1019887031.25,736910000.0,56040996.09375,-8384025000.0,1.675999999046326
000078,海王生物,深市,2626441250.0,20250830,19981218,2631123125.0,15510000,454098398.4375,166314400000.0,0.0,0.0,99.99999776482582,276689400000.0,249360180000.0,8915246875.0,3233065937.5,125586,243913800000.0,10204356250.0,20991912500.0,18298030000.0,143115040000.0,129796840000.0,151478540000.0,1267382968.75,888403046.875,580812968.75,-1475350937.5,33582625000.0,1326704062.5,648227968.75,316816992.1875,-28923500000.0,0.6949999928474426
000088,盐田港,深市,3162894375.0,20250830,19970728,5199483437.5,16550000,6277339375.0,4067966250.0,0.0,0.0,1299.999952316284,237137320000.0,63725045000.0,52014090000.0,14559823750.0,64982,9055881250.0,15455320000.0,55548620000.0,177141440000.0,3885476875.0,2776991875.0,735842031.25,7007074375.0,6376382500.0,1119305000.0,-39136897500.0,107266005.859375,7001834375.0,6730038125.0,6533085000.0,58196045000.0,3.407000064849854
000089,深圳机场,深市,2050742343.75,20250816,19980420,2050769531.25,16560000,1742999375.0,22507977500.0,0.0,0.0,1500.000059604645,241596200000.0,53389095000.0,104892540000.0,3468015000.0,59344,26882097500.0,190754003.90625,27855362500.0,114168750000.0,25281297500.0,19174418750.0,9580505000.0,3877945000.0,514012968.75,11078661250.0,12554736250.0,89562998.046875,3995428750.0,3123050000.0,3122255000.0,54861980000.0,5.566999912261963
000090,天健集团,深市,1868460000.0,20250823,19990721,1868545468.75,14480000,2468667968.75,58694425000.0,0.0,0.0,99.99999776482582,602885240000.0,493088080000.0,5998651875.0,12669885000.0,41857,336645200000.0,4004807812.5,15562601250.0,143608620000.0,62623370000.0,55687455000.0,32473235000.0,973149062.5,32329001.46484375,-9797438125.0,-17410286250.0,220953840000.0,1041782968.75,65940000.0,414235976.5625,65828710000.0,5.974999904632568
000096,广聚能源,深市,510848007.8125,20250827,20000724,528000000.0,15510000,223910097.65625,10467035000.0,0.0,0.0,199.9999955296516,30467310000.0,12655595000.0,365880000.0,432681015.625,36773,1816781093.75,48757998.046875,3622868125.0,27731565000.0,6909646250.0,6166905625.0,343273007.8125,233875000.0,89067998.046875,-793678984.375,-1275246953.125,288506015.625,230231015.625,103477001.953125,93253994.140625,12504607500.0,5.251999855041504
000099,中信海直,深市,775770234.375,20250826,20000731,775770234.375,16560000,1324056250.0,9620466250.0,0.0,0.0,2000.000029802322,73846460000.0,33834885000.0,23067215000.0,844483984.375,137236,7252427500.0,1086803984.375,19448190000.0,53779975000.0,10380446250.0,7972822500.0,9981034375.0,2105574062.5,-13246999.51171875,5141803125.0,2967390937.5,2959636875.0,2101810000.0,1484329062.5,1534047031.25,22721737500.0,6.932000160217285
000100,TCL科技,深市,18096746250.0,20250916,20040130,20800862500.0,12390000,9952130000.0,802237360000.0,0.0,0.0,1000.000014901161,4004694720000.0,1140988000000.0,1725696960000.0,189630820000.0,686366,1228039840000.0,757470480000.0,99057410000.0,535951040000.0,855600000000.0,740828400000.0,197419520000.0,4377090000.0,8312960000.0,272739820000.0,54476350000.0,205354020000.0,3475770000.0,316830000.0,18835000000.0,224493080000.0,2.854000091552734
000151,中成股份,深市,307934707.03125,20251009,20000906,337370703.125,15510000,-1036994921.875,6726822500.0,0.0,0.0,-1599.999964237213,21945227500.0,18930568750.0,750308984.375,275180000.0,29667,19201822500.0,-1127191015.625,9930790625.0,3042985937.5,5232353750.0,4702767187.5,1961303906.25,-664183984.375,164431992.1875,-1178591015.625,-530510000.0,1298237968.75,-655287968.75,-654662031.25,-555040000.0,-11693726250.0,0.9020000100135803
000153,丰原药业,深市,452313710.9375,20250822,20000920,464773710.9375,12270000,1002124921.875,23078765000.0,0.0,0.0,1599.999964237213,48404650000.0,19857101250.0,11343545000.0,2411443906.25,34308,22252777500.0,251855000.0,4569198125.0,20942401250.0,20271437500.0,16268126250.0,10850261250.0,886749062.5,-5999.999642372131,281428007.8125,-355925000.0,5575361250.0,884324062.5,750024062.5,762783984.375,10198760000.0,4.50600004196167
000155,川能动力,深市,1846168281.25,20250829,20000926,1846168281.25,13440000,6335350625.0,18030376250.0,0.0,0.0,1700.000017881393,277963300000.0,108638060000.0,89958530000.0,44788310000.0,119066,42751520000.0,23462530000.0,70828880000.0,105876590000.0,14860551250.0,7831055000.0,23837930000.0,3835690000.0,-8941000.366210938,5378845000.0,15779393750.0,3313939062.5,3790494062.5,3223245000.0,3060058125.0,13587398750.0,5.735000133514404
000156,华数传媒,深市,1699875937.5,20250830,20000906,1852932500.0,18630000,2427449843.75,43451420000.0,0.0,0.0,1400.000005960464,297184100000.0,137714750000.0,94304990000.0,5677275000.0,47112,108322640000.0,3943723750.0,89133590000.0,151921520000.0,44352055000.0,31215380000.0,21977362500.0,2575110000.0,78316997.0703125,-1836461875.0,-6752222500.0,13113672500.0,2590443906.25,2561149062.5,2539867031.25,37903145000.0,8.199000358581543
000157,中联重科,深市,7070417500.0,20250830,20001012,8648535000.0,12350000,22880470000.0,245355000000.0,0.0,1552507500.0,3199.999928474426,1292332720000.0,805034480000.0,113327260000.0,48150430000.0,262193,450138960000.0,22329580000.0,189926920000.0,571428440000.0,248546320000.0,178590220000.0,294362360000.0,33016947500.0,480283984.375,17517801250.0,-9989097500.0,233905780000.0,32954955000.0,28995452500.0,27647787500.0,266454020000.0,6.60699987411499
000158,常山北明,深市,1587932187.5,20251013,20000724,1598616718.75,18650000,-2540420000.0,28458285000.0,0.0,0.0,-599.9999865889549,175127360000.0,111772750000.0,18099615000.0,8118886875.0,410486,98209420000.0,418300976.5625,29435722500.0,52787450000.0,37215020000.0,33124787500.0,29227780000.0,-845053046.875,3586999.816894531,-7879488125.0,-3606868125.0,28299650000.0,-880987968.75,-942307968.75,-929944062.5,5020153125.0,3.302000045776367
000159,国际实业,深市,480672890.625,20251013,20000926,480686015.625,15510000,211409902.34375,18900980000.0,0.0,0.0,500.0000074505806,35124472500.0,16621561250.0,3774048125.0,509635000.0,41648,13842323750.0,-2346999.969482422,2220175000.0,20442170000.0,9457835000.0,8410300000.0,5357945000.0,351483007.8125,0.0,-402856992.1875,1053180000.0,838103984.375,323699003.90625,247124003.90625,247696992.1875,11725320000.0,4.252999782562256
000166,申万宏源,深市,22535507500.0,20250901,20150126,25039945000.0,19670000,21280720000.0,80970630000.0,0.0,2504000000.0,1700.000017881393,6820526080000.0,0.0,10328040000.0,3817023750.0,227270,0.0,281465560000.0,192615220000.0,1084737680000.0,116954860000.0,56793910000.0,0.0,60160945000.0,77104270000.0,165832410000.0,-6693890000.0,0.0,59854290000.0,48030970000.0,42841695000.0,366934440000.0,4.331999778747559
